id_client;id_vehicle;id_year;id_claim;claim_nb;claim_amount
A00068228;V02;Year 0;CL02;1;amount= 846.07
A00009010;V01;Year 0;CL01;1;amount= 148.47
A00081023;V01;Year 0;CL01;1;amount= 1236
A00022375;V01;Year 0;CL01;1;amount= -642.07
A00080320;V01;Year 0;CL01;1;amount= 1010.41
A00025951;V01;Year 0;CL02;1;amount= 80.97
A00031253;V01;Year 0;CL01;1;amount= -273.95
A00077465;V01;Year 0;CL01;1;amount= 300.48
A00035416;V01;Year 0;CL01;1;amount= 3989.7
A00076631;V01;Year 0;CL02;1;amount= 1673.07
A00015384;V01;Year 0;CL01;1;amount= 97.21
A00089270;V01;Year 0;CL01;1;amount= -519.96
A00036968;V01;Year 0;CL01;1;amount= 209.98
A00053556;V01;Year 0;CL01;1;amount= 92.09
A00061795;V01;Year 0;CL01;1;amount= 736.26
A00026633;V01;Year 0;CL01;1;amount= 2500
A00071883;V01;Year 0;CL01;1;amount= 514.02
A00015749;V02;Year 0;CL01;1;amount= 133.92
A00001098;V01;Year 0;CL01;1;amount= 774.21
A00015145;V01;Year 0;CL01;1;amount= 1783.75
A00014667;V01;Year 0;CL01;1;amount= 352.81
A00028858;V01;Year 0;CL01;1;amount= 433.08
A00057753;V01;Year 0;CL01;1;amount= -499.12
A00045977;V02;Year 0;CL01;1;amount= 4103.28
A00078326;V01;Year 0;CL01;1;amount= 2683.76
A00050727;V01;Year 0;CL01;1;amount= 3095.96
A00040697;V01;Year 0;CL02;1;amount= 560.02
A00057338;V01;Year 0;CL01;1;amount= 1019.14
A00088531;V01;Year 0;CL01;1;amount= 90.3
A00090602;V01;Year 0;CL01;1;amount= 1599.11
A00064482;V01;Year 0;CL02;1;amount= 1828.27
A00066171;V01;Year 0;CL01;1;amount= 721.71
A00042110;V01;Year 0;CL01;1;amount= 826.01
A00084864;V02;Year 0;CL01;1;amount= 310.99
A00085994;V01;Year 0;CL01;1;amount= 187
A00040228;V01;Year 0;CL01;1;amount= 584.99
A00046124;V01;Year 0;CL01;1;amount= 1236
A00003055;V01;Year 0;CL01;1;amount= 1010.41
A00010612;V01;Year 0;CL01;1;amount= 77.59
A00050229;V01;Year 0;CL01;1;amount= 1010.41
A00065687;V01;Year 0;CL01;1;amount= 131.72
A00083087;V01;Year 0;CL01;1;amount= -753.99
A00018049;V01;Year 0;CL01;1;amount= 686.58
A00069965;V01;Year 0;CL01;1;amount= 130.11
A00054770;V01;Year 0;CL01;1;amount= 1675.16
A00020852;V01;Year 0;CL01;1;amount= 2113.98
A00038412;V01;Year 0;CL01;1;amount= 1236
A00080202;V01;Year 0;CL01;1;amount= 491.92
A00027440;V01;Year 0;CL01;1;amount= 2074.49
A00005921;V01;Year 0;CL01;1;amount= 0
A00045416;V01;Year 0;CL02;1;amount= 618
A00063217;V01;Year 0;CL01;1;amount= 1418.06
A00061414;V01;Year 0;CL01;1;amount= 1646.22
A00076533;V01;Year 0;CL03;1;amount= -154.07
A00075049;V02;Year 0;CL01;1;amount= 1010.41
A00000453;V01;Year 0;CL01;1;amount= 312.57
A00039045;V01;Year 0;CL01;1;amount= 106.14
A00071555;V01;Year 0;CL01;1;amount= -48.3
A00037424;V01;Year 0;CL01;1;amount= 2683.76
A00022289;V01;Year 0;CL01;1;amount= 513.83
A00006960;V02;Year 0;CL01;1;amount= -582.97
A00029367;V01;Year 0;CL01;1;amount= 1010.41
A00072370;V01;Year 0;CL01;1;amount= 119.15
A00039342;V01;Year 0;CL01;1;amount= 318.35
A00041268;V01;Year 0;CL02;1;amount= 1499.3
A00051657;V01;Year 0;CL01;1;amount= 1236
A00064252;V01;Year 0;CL01;1;amount= 820.69
A00065577;V01;Year 0;CL01;1;amount= 663.06
A00060504;V01;Year 0;CL02;1;amount= 1124.58
A00068351;V01;Year 0;CL01;1;amount= 160.37
A00043298;V01;Year 0;CL01;1;amount= -355.73
A00018051;V01;Year 0;CL01;1;amount= 283.75
A00003379;V01;Year 0;CL01;1;amount= 234.14
A00029835;V01;Year 0;CL01;1;amount= 1191.91
A00020573;V01;Year 0;CL02;1;amount= 1240.62
A00085229;V01;Year 0;CL01;1;amount= 2367.7
A00005834;V01;Year 0;CL02;1;amount= 0
A00006572;V01;Year 0;CL01;1;amount= 2704.25
A00005480;V01;Year 0;CL01;1;amount= 152.34
A00012032;V01;Year 0;CL01;1;amount= 1237.67
A00000107;V01;Year 0;CL01;1;amount= 405.9
A00037033;V01;Year 0;CL01;1;amount= 765.72
A00022022;V01;Year 0;CL01;1;amount= 0
A00063187;V01;Year 0;CL01;1;amount= 412.45
A00081777;V01;Year 0;CL01;1;amount= 348.35
A00057361;V01;Year 0;CL01;1;amount= 106.14
A00007084;V01;Year 0;CL01;1;amount= 135.53
A00002950;V01;Year 0;CL02;1;amount= -583.45
A00044032;V01;Year 0;CL01;1;amount= 1236
A00011372;V01;Year 0;CL01;1;amount= 449.72
A00068627;V01;Year 0;CL01;1;amount= 264.03
A00021264;V01;Year 0;CL01;1;amount= 1651.01
A00085200;V01;Year 0;CL01;1;amount= -204.39
A00073245;V01;Year 0;CL01;1;amount= 1274.29
A00079019;V01;Year 0;CL01;1;amount= 522.72
A00061934;V01;Year 0;CL01;1;amount= 1301.41
A00026409;V01;Year 0;CL01;1;amount= 403.47
A00065501;V01;Year 0;CL02;1;amount= 3231.98
A00008290;V01;Year 0;CL01;1;amount= 275.43
A00058512;V01;Year 0;CL01;1;amount= 1702.72
A00040473;V01;Year 0;CL03;1;amount= 353.01
A00006179;V01;Year 0;CL01;1;amount= 385.65
A00001418;V01;Year 0;CL01;1;amount= 599.71
A00005955;V01;Year 0;CL01;1;amount= 1236
A00040487;V01;Year 0;CL01;1;amount= 464.34
A00077975;V01;Year 0;CL01;1;amount= 3661.78
A00054923;V01;Year 0;CL01;1;amount= 317.9
A00066449;V01;Year 0;CL01;1;amount= 1236
A00060538;V01;Year 0;CL01;1;amount= 1140.12
A00036771;V01;Year 0;CL01;1;amount= 1236
A00090105;V01;Year 0;CL01;1;amount= 279.43
A00048526;V01;Year 0;CL01;1;amount= 1462.3
A00011557;V01;Year 0;CL01;1;amount= 975.16
A00048395;V01;Year 0;CL01;1;amount= 0
A00034994;V01;Year 0;CL01;1;amount= 19.44
A00006062;V01;Year 0;CL01;1;amount= 230.88
A00018355;V01;Year 0;CL01;1;amount= 0
A00074938;V01;Year 0;CL01;1;amount= 210.9
A00021037;V01;Year 0;CL01;1;amount= 0
A00035394;V01;Year 0;CL01;1;amount= 667.39
A00080505;V01;Year 0;CL01;1;amount= 507.93
A00029841;V01;Year 0;CL01;1;amount= 243.44
A00014273;V01;Year 0;CL01;1;amount= 881.31
A00065496;V01;Year 0;CL02;1;amount= 106.14
A00025740;V01;Year 0;CL01;1;amount= 988.39
A00016856;V01;Year 0;CL01;1;amount= 126.65
A00053267;V01;Year 0;CL01;1;amount= 851.58
A00045370;V01;Year 0;CL01;1;amount= 578.93
A00057161;V01;Year 0;CL02;1;amount= 309.57
A00066491;V01;Year 0;CL01;1;amount= 96.77
A00083367;V01;Year 0;CL01;1;amount= 2362.7
A00007581;V01;Year 0;CL01;1;amount= -196.43
A00006165;V01;Year 0;CL01;1;amount= 967.06
A00038627;V01;Year 0;CL01;1;amount= 1236
A00042530;V01;Year 0;CL01;1;amount= -39.74
A00006291;V02;Year 0;CL02;1;amount= 2220.39
A00077106;V01;Year 0;CL01;1;amount= 2121.13
A00023156;V01;Year 0;CL01;1;amount= 1013.27
A00048037;V01;Year 0;CL01;1;amount= 362.97
A00030962;V01;Year 0;CL01;1;amount= 99.21
A00055195;V01;Year 0;CL01;1;amount= 106.14
A00068074;V01;Year 0;CL01;1;amount= 305.11
A00054690;V01;Year 0;CL02;1;amount= 1439.34
A00035570;V01;Year 0;CL01;1;amount= 17.94
A00037683;V01;Year 0;CL01;1;amount= 514.25
A00122338;V01;Year 0;CL01;1;amount= 3345.12
A00000210;V01;Year 0;CL01;1;amount= 231.31
A00027894;V01;Year 0;CL01;1;amount= 130.11
A00043160;V01;Year 0;CL02;1;amount= 783
A00036795;V01;Year 0;CL01;1;amount= 616.2
A00059852;V01;Year 0;CL01;1;amount= 190.62
A00069693;V01;Year 0;CL02;1;amount= 272.14
A00037415;V01;Year 0;CL01;1;amount= 653.1
A00078759;V01;Year 0;CL01;1;amount= 56.19
A00024852;V01;Year 0;CL01;1;amount= -294.15
A00032717;V01;Year 0;CL01;1;amount= 537.25
A00005623;V01;Year 0;CL01;1;amount= 367.55
A00019899;V01;Year 0;CL01;1;amount= 117.46
A00060449;V01;Year 0;CL01;1;amount= 174.41
A00066956;V01;Year 0;CL01;1;amount= 4268.89
A00068903;V02;Year 0;CL01;1;amount= 1981.35
A00072988;V01;Year 0;CL02;1;amount= 85.54
A00027746;V01;Year 0;CL01;1;amount= 317.92
A00088013;V01;Year 0;CL01;1;amount= 393.91
A00021917;V04;Year 0;CL01;1;amount= 299.24
A00084914;V01;Year 0;CL01;1;amount= 187.92
A00027838;V01;Year 0;CL01;1;amount= 256.21
A00042775;V01;Year 0;CL01;1;amount= 1466.82
A00002496;V01;Year 0;CL01;1;amount= 1567.83
A00052073;V01;Year 0;CL01;1;amount= 0
A00084367;V01;Year 0;CL01;1;amount= 135.49
A00072054;V01;Year 0;CL01;1;amount= 489.81
A00078564;V01;Year 0;CL01;1;amount= -693.72
A00087716;V01;Year 0;CL01;1;amount= 1190.86
A00070245;V01;Year 0;CL01;1;amount= 0
A00056728;V01;Year 0;CL01;1;amount= 1236
A00050439;V01;Year 0;CL01;1;amount= 101.97
A00003988;V01;Year 0;CL03;1;amount= 1580.73
A00058427;V01;Year 0;CL01;1;amount= 250.78
A00091111;V01;Year 0;CL01;1;amount= 236.22
A00078313;V02;Year 0;CL01;1;amount= 73
A00082689;V01;Year 0;CL01;1;amount= 2683.76
A00017122;V01;Year 0;CL01;1;amount= 1449.16
A00025344;V01;Year 0;CL01;1;amount= 142.49
A00061068;V01;Year 0;CL01;1;amount= 604.03
A00028746;V01;Year 0;CL01;1;amount= 572.54
A00020722;V01;Year 0;CL01;1;amount= 1221.54
A00015460;V01;Year 0;CL01;1;amount= 4862.75
A00071971;V01;Year 0;CL01;1;amount= 2577.06
A00022648;V01;Year 0;CL01;1;amount= 436
A00171199;V01;Year 0;CL01;1;amount= 403.24
A00033699;V01;Year 0;CL01;1;amount= 524.72
A00077332;V01;Year 0;CL01;1;amount= 411.15
A00077819;V01;Year 0;CL01;1;amount= 106.14
A00075436;V02;Year 0;CL02;1;amount= 158.6
A00050889;V01;Year 0;CL01;1;amount= 444.48
A00070173;V01;Year 0;CL01;1;amount= 566.88
A00065853;V01;Year 0;CL02;1;amount= 97.21
A00064396;V01;Year 0;CL01;1;amount= 476.01
A00081692;V02;Year 0;CL01;1;amount= 743.95
A00054216;V01;Year 0;CL01;1;amount= 295.28
A00085927;V01;Year 0;CL01;1;amount= 747.29
A00042181;V01;Year 0;CL01;1;amount= 410.48
A00050736;V01;Year 0;CL01;1;amount= 179.2
A00041607;V01;Year 0;CL01;1;amount= 1236
A00071961;V01;Year 0;CL01;1;amount= 284.03
A00075635;V01;Year 0;CL01;1;amount= -355.3
A00080755;V01;Year 0;CL01;1;amount= 682.59
A00035222;V01;Year 0;CL01;1;amount= 1236
A00035757;V01;Year 0;CL01;1;amount= -881.37
A00030161;V01;Year 0;CL01;1;amount= 389.44
A00067900;V01;Year 0;CL01;1;amount= 1612.29
A00059312;V01;Year 0;CL01;1;amount= 201.59
A00042628;V01;Year 0;CL01;1;amount= 0
A00079992;V01;Year 0;CL01;1;amount= 526.65
A00113367;V01;Year 0;CL01;1;amount= 3100.24
A00028411;V01;Year 0;CL01;1;amount= 673.55
A00037624;V01;Year 0;CL01;1;amount= 1870.52
A00008009;V01;Year 0;CL01;1;amount= -322.27
A00066339;V01;Year 0;CL01;1;amount= 102.28
A00084106;V02;Year 0;CL01;1;amount= 6710.14
A00085548;V01;Year 0;CL01;1;amount= 654.79
A00018960;V01;Year 0;CL01;1;amount= -1026.88
A00008482;V01;Year 0;CL02;1;amount= 1832.99
A00047756;V01;Year 0;CL01;1;amount= 2447.77
A00129923;V01;Year 0;CL01;1;amount= 75.88
A00005298;V01;Year 0;CL01;1;amount= 59.36
A00080312;V01;Year 0;CL02;1;amount= 2615.93
A00032683;V01;Year 0;CL01;1;amount= 98.7
A00035469;V01;Year 0;CL01;1;amount= 106.14
A00059422;V01;Year 0;CL01;1;amount= 730.77
A00001181;V01;Year 0;CL01;1;amount= 467.76
A00077985;V02;Year 0;CL02;1;amount= 744.51
A00076669;V01;Year 0;CL01;1;amount= 618
A00088453;V01;Year 0;CL02;1;amount= 692.46
A00023538;V01;Year 0;CL02;1;amount= 560.47
A00009828;V01;Year 0;CL01;1;amount= 1236
A00037714;V01;Year 0;CL01;1;amount= 560.17
A00017837;V01;Year 0;CL01;1;amount= 0
A00042642;V01;Year 0;CL01;1;amount= 106.14
A00079626;V01;Year 0;CL02;1;amount= 595.87
A00037976;V01;Year 0;CL01;1;amount= 795.36
A00090806;V01;Year 0;CL01;1;amount= 1974.83
A00078169;V01;Year 0;CL01;1;amount= 240.4
A00025560;V01;Year 0;CL01;1;amount= 1988.29
A00008186;V01;Year 0;CL01;1;amount= 2232.19
A00044973;V02;Year 0;CL01;1;amount= 808.9
A00050508;V01;Year 0;CL01;1;amount= 176.93
A00030872;V01;Year 0;CL01;1;amount= 1987.28
A00043991;V01;Year 0;CL01;1;amount= 1881.41
A00064432;V01;Year 0;CL01;1;amount= 828.13
A00000279;V01;Year 0;CL01;1;amount= 1236
A00047471;V01;Year 0;CL01;1;amount= 141.76
A00085576;V01;Year 0;CL01;1;amount= 352.15
A00082094;V01;Year 0;CL01;1;amount= 87.01
A00004733;V01;Year 0;CL01;1;amount= 97.36
A00031585;V01;Year 0;CL01;1;amount= 1236
A00038258;V03;Year 0;CL02;1;amount= 226.84
A00030805;V01;Year 0;CL01;1;amount= 446.17
A00033585;V01;Year 0;CL01;1;amount= -173.69
A00055510;V01;Year 0;CL01;1;amount= 1236
A00078858;V01;Year 0;CL01;1;amount= 676.13
A00065789;V01;Year 0;CL01;1;amount= 633.4
A00030413;V01;Year 0;CL01;1;amount= 1236
A00162782;V01;Year 0;CL01;1;amount= 60.29
A00030621;V01;Year 0;CL01;1;amount= 162.7
A00014202;V01;Year 0;CL01;1;amount= 432.79
A00017546;V01;Year 0;CL01;1;amount= 361.45
A00054515;V01;Year 0;CL01;1;amount= 180.41
A00000377;V01;Year 0;CL01;1;amount= 88.98
A00032051;V01;Year 0;CL02;1;amount= 283.46
A00086176;V01;Year 0;CL01;1;amount= 4757.85
A00048079;V01;Year 0;CL01;1;amount= 0
A00056240;V01;Year 0;CL02;1;amount= 425.88
A00088672;V01;Year 0;CL01;1;amount= 2323.95
A00055510;V01;Year 0;CL02;1;amount= 192.22
A00024844;V01;Year 0;CL01;1;amount= 1923.92
A00030998;V01;Year 0;CL01;1;amount= 515.28
A00000517;V01;Year 0;CL01;1;amount= 609.31
A00026631;V03;Year 0;CL01;1;amount= 252.63
A00048465;V01;Year 0;CL01;1;amount= 441.87
A00083533;V02;Year 0;CL01;1;amount= 219.37
A00045763;V01;Year 0;CL01;1;amount= 618
A00022072;V01;Year 0;CL02;1;amount= 4336.42
A00022923;V01;Year 0;CL01;1;amount= 1010.41
A00072705;V01;Year 0;CL02;1;amount= 1091.14
A00091468;V01;Year 0;CL01;1;amount= 2781.05
A00088291;V01;Year 0;CL01;1;amount= 1236
A00076795;V01;Year 0;CL01;1;amount= 1010.41
A00021834;V01;Year 0;CL01;1;amount= 724.81
A00021995;V01;Year 0;CL01;1;amount= 521.87
A00022632;V01;Year 0;CL01;1;amount= 2104.48
A00065635;V01;Year 0;CL01;1;amount= 2430.18
A00019052;V01;Year 0;CL01;1;amount= 110.98
A00054636;V01;Year 0;CL01;1;amount= 303.41
A00049555;V01;Year 0;CL01;1;amount= 106.14
A00003058;V01;Year 0;CL01;1;amount= -511.19
A00070478;V01;Year 0;CL01;1;amount= 2073.14
A00053174;V01;Year 0;CL01;1;amount= 21.22
A00005924;V02;Year 0;CL02;1;amount= 141.8
A00049748;V01;Year 0;CL01;1;amount= 693.11
A00038991;V01;Year 0;CL01;1;amount= 0
A00036836;V01;Year 0;CL01;1;amount= 1623.69
A00066531;V01;Year 0;CL01;1;amount= -744.05
A00028212;V01;Year 0;CL02;1;amount= 435.69
A00051771;V01;Year 0;CL01;1;amount= 245.52
A00023535;V01;Year 0;CL02;1;amount= 143
A00018303;V01;Year 0;CL01;1;amount= 382.62
A00081379;V01;Year 0;CL01;1;amount= 313.99
A00003670;V04;Year 0;CL02;1;amount= 364.58
A00017701;V01;Year 0;CL01;1;amount= 1793.55
A00034838;V01;Year 0;CL01;1;amount= -884.98
A00083452;V01;Year 0;CL01;1;amount= 92.27
A00083698;V01;Year 0;CL01;1;amount= 109.64
A00039863;V01;Year 0;CL01;1;amount= 1010.41
A00068531;V01;Year 0;CL01;1;amount= 2667.22
A00032491;V01;Year 0;CL01;1;amount= 388.05
A00014050;V01;Year 0;CL01;1;amount= 1236
A00014002;V01;Year 0;CL01;1;amount= 472.63
A00042344;V01;Year 0;CL01;1;amount= 106.14
A00059212;V01;Year 0;CL01;1;amount= 117.38
A00071432;V01;Year 0;CL01;1;amount= -596.3
A00065044;V01;Year 0;CL01;1;amount= 1236
A00031078;V01;Year 0;CL01;1;amount= 313.23
A00000696;V01;Year 0;CL01;1;amount= 1236
A00008736;V01;Year 0;CL01;1;amount= 281.99
A00062578;V01;Year 0;CL01;1;amount= 73.89
A00061731;V01;Year 0;CL01;1;amount= 106.14
A00089926;V01;Year 0;CL01;1;amount= 424.8
A00064730;V01;Year 0;CL02;1;amount= 344.7
A00056859;V01;Year 0;CL01;1;amount= 69.97
A00079847;V01;Year 0;CL01;1;amount= -317.63
A00000302;V01;Year 0;CL01;1;amount= 1283.84
A00038122;V01;Year 0;CL01;1;amount= 419.49
A00051945;V01;Year 0;CL01;1;amount= 475.81
A00047317;V01;Year 0;CL01;1;amount= 4062.08
A00033665;V01;Year 0;CL01;1;amount= 3448.48
A00020575;V01;Year 0;CL01;1;amount= 1016.24
A00028901;V01;Year 0;CL01;1;amount= 114.33
A00053013;V01;Year 0;CL01;1;amount= 471.13
A00043264;V01;Year 0;CL01;1;amount= 0
A00071839;V01;Year 0;CL01;1;amount= 370.14
A00064308;V01;Year 0;CL01;1;amount= 2065.01
A00017632;V01;Year 0;CL01;1;amount= 82.32
A00065784;V01;Year 0;CL01;1;amount= 466.69
A00009909;V02;Year 0;CL01;1;amount= 500.19
A00071842;V01;Year 0;CL01;1;amount= 570.58
A00009429;V02;Year 0;CL01;1;amount= 475.65
A00051523;V01;Year 0;CL01;1;amount= 1962.34
A00013457;V01;Year 0;CL01;1;amount= 1236
A00056600;V01;Year 0;CL01;1;amount= 831.46
A00005492;V01;Year 0;CL01;1;amount= 306.55
A00021498;V01;Year 0;CL01;1;amount= -586.01
A00066755;V01;Year 0;CL01;1;amount= 509.74
A00015822;V02;Year 0;CL01;1;amount= 432.43
A00188808;V01;Year 0;CL01;1;amount= -830.79
A00080892;V01;Year 0;CL01;1;amount= 520.81
A00017109;V01;Year 0;CL01;1;amount= 669.69
A00057461;V01;Year 0;CL01;1;amount= 3209.15
A00036867;V01;Year 0;CL01;1;amount= 110.98
A00043722;V01;Year 0;CL01;1;amount= 1251.53
A00030558;V01;Year 0;CL01;1;amount= 361.49
A00067536;V01;Year 0;CL02;1;amount= 106.14
A00027747;V01;Year 0;CL02;1;amount= -150.47
A00048002;V01;Year 0;CL01;1;amount= 1236
A00069267;V01;Year 0;CL01;1;amount= 6770.35
A00033944;V01;Year 0;CL01;1;amount= 4527.38
A00067313;V01;Year 0;CL01;1;amount= 412.17
A00037422;V01;Year 0;CL01;1;amount= 607.27
A00068128;V01;Year 0;CL01;1;amount= 893.08
A00055685;V01;Year 0;CL02;1;amount= -144.33
A00055399;V01;Year 0;CL01;1;amount= 195.75
A00029071;V01;Year 0;CL01;1;amount= 442.04
A00061320;V01;Year 0;CL01;1;amount= 35
A00036902;V01;Year 0;CL03;1;amount= 211.69
A00044590;V01;Year 0;CL01;1;amount= 1170.2
A00010995;V01;Year 0;CL01;1;amount= 109.18
A00057978;V01;Year 0;CL01;1;amount= 653.68
A00005459;V01;Year 0;CL01;1;amount= 158.71
A00051651;V01;Year 0;CL01;1;amount= 176.96
A00045805;V01;Year 0;CL01;1;amount= 96.45
A00059501;V01;Year 0;CL01;1;amount= 215.75
A00090296;V01;Year 0;CL01;1;amount= 468.26
A00178694;V02;Year 0;CL01;1;amount= 235.93
A00029264;V01;Year 0;CL01;1;amount= 103.59
A00000615;V01;Year 0;CL01;1;amount= 4593.99
A00085051;V01;Year 0;CL01;1;amount= 318.87
A00054157;V01;Year 0;CL01;1;amount= 2061.42
A00032883;V01;Year 0;CL02;1;amount= 1973.41
A00029839;V02;Year 0;CL01;1;amount= 1010.41
A00035053;V01;Year 0;CL02;1;amount= 484.89
A00053986;V01;Year 0;CL01;1;amount= 2603.08
A00061672;V01;Year 0;CL01;1;amount= 279.82
A00041286;V01;Year 0;CL02;1;amount= 503.35
A00025102;V02;Year 0;CL01;1;amount= 478.57
A00039613;V01;Year 0;CL01;1;amount= 422.88
A00032204;V01;Year 0;CL01;1;amount= 1079.93
A00002900;V01;Year 0;CL01;1;amount= 528.42
A00086752;V01;Year 0;CL01;1;amount= 397.22
A00060080;V01;Year 0;CL01;1;amount= 513.8
A00050488;V01;Year 0;CL01;1;amount= 89.93
A00018349;V01;Year 0;CL01;1;amount= 65.78
A00041803;V01;Year 0;CL01;1;amount= 563.42
A00049911;V01;Year 0;CL01;1;amount= 79.8
A00077009;V01;Year 0;CL01;1;amount= 2310.53
A00021919;V01;Year 0;CL01;1;amount= 410.33
A00084852;V01;Year 0;CL01;1;amount= -833.35
A00063845;V01;Year 0;CL01;1;amount= 1185.81
A00002571;V01;Year 0;CL01;1;amount= 469.97
A00080628;V01;Year 0;CL01;1;amount= 1350.34
A00056271;V02;Year 0;CL01;1;amount= 1236
A00074300;V01;Year 0;CL02;1;amount= 126.9
A00063719;V01;Year 0;CL01;1;amount= 390.32
A00083971;V01;Year 0;CL01;1;amount= 1236
A00074467;V01;Year 0;CL01;1;amount= 1197.87
A00070960;V01;Year 0;CL01;1;amount= 677.28
A00037220;V01;Year 0;CL01;1;amount= -840.05
A00040362;V01;Year 0;CL01;1;amount= -468.93
A00052374;V01;Year 0;CL02;1;amount= -638.71
A00046610;V01;Year 0;CL01;1;amount= 407.51
A00008237;V01;Year 0;CL01;1;amount= 573.06
A00007478;V01;Year 0;CL01;1;amount= 1882.46
A00049319;V01;Year 0;CL01;1;amount= 407.36
A00041358;V01;Year 0;CL01;1;amount= 396.33
A00070061;V01;Year 0;CL01;1;amount= 618
A00086958;V01;Year 0;CL01;1;amount= 1236
A00011699;V01;Year 0;CL01;1;amount= -770.08
A00011925;V01;Year 0;CL01;1;amount= 72.96
A00022690;V02;Year 0;CL01;1;amount= 203.24
A00074501;V01;Year 0;CL01;1;amount= 1793
A00037789;V01;Year 0;CL01;1;amount= 366.27
A00038091;V01;Year 0;CL01;1;amount= 905.08
A00064155;V02;Year 0;CL02;1;amount= 704.82
A00023780;V01;Year 0;CL01;1;amount= 344.34
A00011959;V01;Year 0;CL01;1;amount= 411.14
A00079846;V01;Year 0;CL01;1;amount= 0
A00077795;V01;Year 0;CL01;1;amount= 2683.76
A00082141;V01;Year 0;CL01;1;amount= 1088.15
A00046739;V01;Year 0;CL01;1;amount= 188.75
A00087580;V01;Year 0;CL01;1;amount= 147.22
A00006369;V01;Year 0;CL01;1;amount= 1444.77
A00055520;V01;Year 0;CL01;1;amount= 342.92
A00010621;V01;Year 0;CL01;1;amount= 565.36
A00047510;V01;Year 0;CL01;1;amount= -903.28
A00082624;V01;Year 0;CL01;1;amount= 153.16
A00088656;V01;Year 0;CL01;1;amount= -666.62
A00044033;V01;Year 0;CL01;1;amount= 89.27
A00051377;V01;Year 0;CL02;1;amount= 406.28
A00022975;V02;Year 0;CL01;1;amount= 1111.39
A00051524;V01;Year 0;CL01;1;amount= 663.25
A00022610;V01;Year 0;CL01;1;amount= 660.5
A00077442;V01;Year 0;CL01;1;amount= 1447.09
A00026510;V01;Year 0;CL01;1;amount= 365.43
A00026708;V01;Year 0;CL01;1;amount= 1010.41
A00074376;V01;Year 0;CL01;1;amount= -850.04
A00026970;V01;Year 0;CL01;1;amount= 468.84
A00088442;V01;Year 0;CL01;1;amount= 233.94
A00027477;V01;Year 0;CL01;1;amount= 950.09
A00033299;V01;Year 0;CL02;1;amount= 3831.23
A00084212;V01;Year 0;CL01;1;amount= -277.59
A00046291;V02;Year 0;CL01;1;amount= 5945.73
A00053666;V02;Year 0;CL01;1;amount= 336.79
A00042739;V01;Year 0;CL02;1;amount= 2759.09
A00059014;V01;Year 0;CL01;1;amount= 1553.6
A00065853;V01;Year 0;CL03;1;amount= 97.21
A00035125;V03;Year 0;CL01;1;amount= 104.02
A00064730;V01;Year 0;CL01;1;amount= 242.62
A00020858;V01;Year 0;CL01;1;amount= 205.41
A00036031;V02;Year 0;CL01;1;amount= 3842.51
A00055544;V01;Year 0;CL01;1;amount= 4140.39
A00007309;V01;Year 0;CL01;1;amount= 364.19
A00065708;V01;Year 0;CL01;1;amount= 650.7
A00009167;V01;Year 0;CL01;1;amount= 715.6
A00009938;V01;Year 0;CL01;1;amount= 491.61
A00069349;V01;Year 0;CL01;1;amount= 420.86
A00053308;V01;Year 0;CL01;1;amount= 1039.91
A00013843;V01;Year 0;CL01;1;amount= 188.31
A00041805;V01;Year 0;CL01;1;amount= 94.03
A00014789;V01;Year 0;CL01;1;amount= 296.2
A00037966;V01;Year 0;CL01;1;amount= 502.05
A00034809;V02;Year 0;CL02;1;amount= 3690.42
A00044382;V01;Year 0;CL01;1;amount= 140.58
A00010307;V01;Year 0;CL02;1;amount= 570.05
A00040951;V01;Year 0;CL02;1;amount= 750.45
A00080184;V01;Year 0;CL02;1;amount= 1236
A00007179;V01;Year 0;CL01;1;amount= 609.69
A00033319;V01;Year 0;CL01;1;amount= 1594.66
A00002236;V01;Year 0;CL01;1;amount= 163.06
A00024581;V01;Year 0;CL01;1;amount= 4293.42
A00081378;V01;Year 0;CL01;1;amount= 562.9
A00080507;V01;Year 0;CL01;1;amount= 60.95
A00016409;V01;Year 0;CL01;1;amount= 106.14
A00068791;V01;Year 0;CL02;1;amount= 1155.5
A00087944;V01;Year 0;CL01;1;amount= 252.63
A00053837;V01;Year 0;CL01;1;amount= -865.15
A00057503;V01;Year 0;CL01;1;amount= 114.96
A00049541;V02;Year 0;CL01;1;amount= 680.99
A00054505;V01;Year 0;CL01;1;amount= 2683.76
A00019691;V01;Year 0;CL01;1;amount= 20
A00043456;V01;Year 0;CL02;1;amount= 0
A00002833;V01;Year 0;CL01;1;amount= 1236
A00078521;V02;Year 0;CL01;1;amount= 1191.82
A00036025;V01;Year 0;CL01;1;amount= 1236
A00032527;V01;Year 0;CL01;1;amount= 446.97
A00050370;V01;Year 0;CL01;1;amount= 403.44
A00029359;V01;Year 0;CL01;1;amount= 161.46
A00038719;V01;Year 0;CL01;1;amount= 251.78
A00013124;V01;Year 0;CL01;1;amount= 1797.66
A00040692;V01;Year 0;CL01;1;amount= 2932.63
A00006881;V01;Year 0;CL01;1;amount= 614.54
A00031752;V01;Year 0;CL01;1;amount= 54.05
A00035129;V01;Year 0;CL01;1;amount= 313.47
A00078014;V01;Year 0;CL01;1;amount= 479.33
A00002323;V01;Year 0;CL01;1;amount= 794.62
A00034407;V01;Year 0;CL01;1;amount= 1057.02
